review	sentiment
Отличные лосины, тёплые, мягкие. Ничем не пахнут, пришли в Москву за пару недель 	positive
Хорошее качество. Классно выглядит. Мне понравилось	positive
Класс	positive
Отлично!	positive
Дошло за 2,5 недели до Ярославль. ткань синтетика, но очень приятная. на размер 46 не свободно, но и не в обтяжку. мне очень понравилось, было бы на размерчик побольше, чтобы посвободнее - взяла бы еще парочку других цветов.	positive
Рубашка пришла быстро. В паре мест торчали нитки. Ткань тонкая. На русский размер 50-52 взяла 4хл, в принципе подошёл нормально, но рукава на мой взгляд немножко широковаты. Товар рекомендую. 	positive
5 штук заказала разных цветов. Всё норм. Спасибо.	positive
Классные леггинсы! Очень довольна! на 40-44 рр не больше.	positive
Долгая доставка. Качество хорошее	positive
Хорошее платье  , тёплое и очень мягкий материал , сидит хорошо на параметрах 90*71*95 и рост 170 не особо короткое 	positive
Доставка за 13 дней в СПб. Качественная вещь, ткань приятная на ощупь. Без запаха, хорошо прошиты, швы ровные, нитки не висят.	positive
"платье супер. заказала в винном цвете.
 один в один, как на фото. Мой размер 42-44, рост 166, ОГ 88, ОТ 70, ОБ 95, заказала М, платье село отлично, длина ниже колен, тянется плохо, так, что в меньшем размере наверное застряла. запаха вообще никого нет. быстрая доставка. позже добавлю фото. с продавцом не общалась."	positive
Too short, but nice	positive
Товар получен .Спасибо.	positive
"Очень быстрая доставка-в Белгород 7 дней.Продавец молодец!!!

правда размер не подошёл-обидно."	positive
майка шла 28 дней до Красноярска, НЕ х/б, но приятна к телу, короткая))	positive
Все соответствует.По размеру подешел идеально.Спасибо продавцу за быструю отправку	positive
"Офигенная блузка!!! очень классная. На 48 подошла хорошо.

Приобрела за 536 руб в горящих товарах, а с помощью сервиса Мегабонус я еще и сэкономила хороший процент от стоимости.Все очень просто- надо перейти по ссылке https://megabonus. сom/?u=53112 (только убрать пробел), установить дополнение к браузеру и все, можно покупать и экономить))) 

И зарабатывать, подробности партнерской программы в правилах мегабонуса.

 Процент самый высокий из всех кэшбэков (не верьте в рекламу кэшбэков с 18-30%), очень легкий вывод на карту с малюсенькой комиссией, мгновенное зачисление. 

Все абсолютно реально-я, обычная мама в декрете, уже вывела за полгода порядка 1000$ на карту. Нормальный приработок, я считаю. И если совершаете покупки на других сайтах (авиасейлс, мвидео и проч и проч), не на али-тоже пригодится, кэшбэк действует на большом количестве сайтов."	positive
Костюм понравился, минус одна звезда за несоответствие размерной сетке: у меня четко от74, об 94- по сетке L- по итогу: юбка страшно велика (((, ушила на 3,5 см. Длинна на мой рост большевата( 159), но это уже не страшно. Ткань синтетика,. Трек отслеживался. Доставка курьером за 15 дней на дом(CDEK). Продавцу спасибо.	positive
Платье отличное,только выточки высоко пришлось переделать	positive
крутые носки,но на мою ногу 36 размера большеваты,пятка находится выше	positive
Супер кофта!!! Хочу ещё заказать две!!! Ношу в жизни М села идеально!!! Спасибо!!!	positive
Крутая )	positive
"Сначала продавец  отправил товар и дал трек,но когда пришло уведомление что  посылка ожидает на почте в месте вручения ,оказалось что она пришла в другой город и ее уже кто то получил(видимо левый трек дал).

После общения с продавцом  дал новый трек по которому и получил посылку."	positive
Отличное качество 	positive
Платье пришло меньше чем за месяц в Новокузнецк! За такие деньги отличное платье	positive
синтетика странная на ощупь.	positive
Качество супер. Ни одной ниточки не торчит)))	positive
очень электролизуется.фасон очень удобный.	positive
Тёплый, на параметры 92-70-95 one size впритык, на рост 160 рукава уже коротки, еле до косточки доходят	positive
Прикольные. Материал хороший, нитки немного торчат , но в целом все ок. Красится сильно 	positive
"товар пришёл за 17 дней
довольно тонкий , ранней осенью в самый раз , замок немного заедает , но не страшно , кармашек на руке не обманка , что конечно радует
вообщем за свои деньги не плохо"	positive
кофта понравилась, но рукава очень короткие	positive
Спасибо продавцу! Все пришло быстро. Товар качественный.	positive
футболка хорошая ...посылка дошла очень быстро.Советую продавца	positive
Все отлично, качество супер	positive
доставка быстрая- в течении 3 недель в Тамбов. качество просто отличное, тёплые на ветру не продуваются, внутри плотый флис, внешне выглядят как капроновые колготки. брала размер М на мой 42-44 немного великоват нужно было брать меньше. заказом очень довольна!	positive
Очень качественный и красивый комплект,  пришел в фирменном красивом пакете. На вид гораздо дороже чем цена продажи.	positive
По размеру как в описании	positive
Хорошие носки 	positive
Очень, очень довольна! Параметры 98-80-108.	positive
Куртка очень хорошая по качеству. На ОГ 106 взяла XXXL, куртка села идеально. Доставка месяц, курьер принёс домой. Продавца рекомендую.	positive
Платье классное. Тоненькое, легкое, не просвечивает. Есть неприятный запах, надеюсь, уйдет после стирки. На рост 170 длина по щиколотку. Красиво подчеркивает грудь. На фото не очень. В реале намного красивее! Рекомендую!	positive
Совершенно замечательные трусики! Прекрасное качество : все строчки ровные, нитки не торчат, запаха нет. Очень довольна покупкой! Продавца рекомендую!	positive
это какое то розовое чудо. крутая ковта. очень мягкая. теплая	positive
блузка пришла как заказывали. на 40 размер подростковый взяла S. на подростке смотрится замечательно. заказываю уже третий раз. продавца рекомендую.	positive
"очень классное платье
доставка быстрая, отслеживалось
очень теплое
на рост 162 размер М не короткое
очень довольна
только нитки на изнанке имеются(
но в целом все отлично)"	positive
качество куртки отличное, полностью соответствует фото и описанию. Очень теплая, не маломерит	positive
Очень довольна заказом!Красивый цвет, объемная,качественная вязка.Доставка две недели до Спб.Советую к покупке!	positive
Платье очень красивое! Пришло в Краснодар быстро за 3 недели. Качество хорошее, село шикарно. Безумно рада!:))	positive
Очень хорошая шапка, помпон супер! Все как в описание за счёт подварить подходит и ребёнку два года и мне 	positive
Спасибо Все получила. Буду рекомендовать Вас своим друзьям.	positive
доставка ооооооооооооочень долгая...но топ супер,даже не ожидала такого хорошего качества за такую низкую стоимость!	positive
Я не в восторге, как сел...широковаты проймы. Молния не спрятана, простит... Вроде по размеру, но придётся кое что корректировать. Пришел быстро.	positive
Очень яркое на рост 163 до середины колен. Тоненькая синтетика, в один слой.	positive
Хорошая, но много ниток торчит	positive
Толстовка хорошо прошита.Размеры соответствуют.До Екатеринбурга пришла за 18 дней.	positive
Классные шапки, белая правда кривааая, но за такую цену - прекрасно. 	positive
Хорошая футболка, размер L на 46 отлично, свободно. Быстрая доставка.	positive
Заказала 31 декабря, пришло с учетом праздников быстро. Полностью соответствует описанию. Ни одного брака, ткань толстовки, правда не такая плотная как на фото, но не светится точно! Очень приятна на ощупь, без запахов, просто супер!	positive
сшито аккуратно , но топорщится по бокам и подмышками торчит когда руки поднимаешь	positive
повязки отличные,быстрая доставка	positive
"Платье полностью соответствует описанию, размер выбирала по сетке, всё подошло. Сбоку есть молния, ткань тянется, но не сильно.
Заказом довольна!"	positive
Симпатичная блузка,сшита хорошо.Материал приятный,но очень тонкий сильно просвечивает.Всё отслеживалось.Спасибо продавцу.	positive
Юбка просто огонь. В полном восторге! 	positive
вещь суперская!липкий слой наимощнейший!но не для маленькой груди(( хотя бы с двойки.есть небольшой пушап	positive
Заказала этот костюм в подарк сестре на новый год. Ставлю 4 звезды из-за отзывчивость продавца, я попросила его отправить поскорее, чтобы успеть к Новому году и заказ был оформлен через пару часов. Потом я случайно нажала получение товара, написала продавцу, он сказал не беспокоиться, все дойдет...и дошло)). Теперь по костюму. Честно сказать, я разочарована не много. Хоть цвет и соответствует описанию, очень много косяков со стороны пошива. Какие то непонятные катышки, будто костюм уже ношеный, нитки торчат.(( Не знаю как сядет на сестре, но по виду на худеньких девочек, потом дополню отзыв. Стрекоза интересная, пришита хорошо, но я больше расстроилась, подарок испорчен(.	positive
Платье длинное очень (рост 165). Видна грудь, а с лифчиком носить не вариант(	positive
Полностью соответствует описанию. Доставка месяц. Очень мягкий и приятный	positive
камера на картинке	positive
Очень крутое	positive
Пуховик за свою стоимость, хорош ношу 44 заказала XLкак раз, но цвет не белый, а молочный.	positive
Костюм просто бомба, качество отличное даже лучше чем на фото.Продавец классный на все вопросы сразу отвечал. Доставили за15 дней.	positive
Мне понравилась футболка, очень качественная, но размер не подошел. Я 164 см, 60 кг, 89-67-88, мой размер в оснлвном S. а футболка по плечам на L. короче, мне сильно широкая, буду носить дома только.	positive
Присоединяюсь ко всем хорошим отзывам о леггинсах - мохнатые, тёплые, с удобной пяточкой, без «косяков» и торчащих ниток. Рекомендую продавца и товар!	positive
Excellent!!!	positive
Взяла размер М. Оказался маленький. Рост 163, вес 61. Наверное, нужно было брать L. Но в принципе не плохо.)	positive
кофта понравилась, пока не мерили, (заказала для мамы), соответствует описанию и кофта пришла меньше месяца, рекомендую продавца и его магазин	positive
Отличная куртка. Мне очень понравилась. Дошла очень быстро, но я думаю, что она не настолько тёплая, как казалась. Думаю максимум до 0,. Это чисто моё мнение.	positive
Хорошо доставка быстрая	positive
куртка супер! продавец общительный и сговорчивый) быстро отправил...подарок в виде нитки красной!!! я довольна!!!)) рекомендую!!!	positive
Очень довольна костюмом, товар прибыл в Казань через две недели после отправления (11.11-25.11) Качество соответствует описанию, хороший атласный костюм, изъянов не найдено. Советую продавца.	positive
пришла быстро, но мала оказалась, ношу 42 44, надо было на размер больше у кого есть животик то на 2 размера больше	positive
Классная !!! Спасибо !	positive
Отличная рубашка, очень плотная ткань. На 50р-р XXXL оказался очень свободным	positive
доставка чуть больше 2 недель до МСК, товар пришел а маленьком пакетике :)  за такую цену качество хорошее	positive
Мне очень понравился))))))) 	positive
Очки супер! качество хорошее	positive
Носочки прикольные, как на фото, качество хорошее, на 39-ый натянула.	positive
посылку получила, очень быстрая доставка до Тюмени всего 10 дней. платье супер, нитки не торчат, запаха не имеет, ткань приятная. на размер 40-42 размер М сел в обтяжку можно было взять Л. длина чуть ниже колена на рост 164. товар соответствует картинке и описанию. я очень довольна, закажу еще в другом цвете	positive
При заказе думала данный халат будет ниже колена, а оказалось, что очень коротко. Расстроилась, но не критично. За это сняла звезду. А так доставка очень быстрая, продавца рекомендую!	positive
отличный свитер, очень мягкий! но маломерит на размер. не прислушалась к отзывам, заказала размер в размер как ношу, но нужно было больше))) но в принципе не критично	positive
длядома отличная туника ,сзади просвечивает,но с лосинами пойдет ,на 46 подошел	positive
хороший но мало все	positive
нормально	positive
шло долго, продавец сам продлил защиту, даже спор успела открыть, но всё же пришло, ура! сшито все аккуратно, ни где ничего не торчит цвет как на картинке, ношу m, взяла xl, все подошло, спасибо дорогой продавец!!!!	positive
обеденные штаны, спорт шик. обажаю их! на бедра 98 и талию 80 сели свободно, как я и планировала. в поясе шнурок, карманы, лампасы из эко кожи, слегка укорочены. очень рекомендую! если бы были светлые такие же я бы не раздумывая взяла! ставлю все 10 баллов!!!! ещё никогда я не была так довольна покупкой на Али!!! за качество не переживайте даже))	positive
Доставка юбки не заставила себя ждать , получила ее буквально через неделю , +- 3 дня. Заказывала на распродаже 11.11 . Порадовала юбка , приятный материал , запаха нет , размер подошёл, хотя в этом не сомневалась ! Отличная!   	positive
Платье очень понравилалось, но к сожалению размерная сетка обманывает, платье маломерит на размер.	positive
Everything's good! The shipment took about 2 weeks, the packaging was good. I'm pleased with the quality, for such a prise that is reeeaaally great! Some threats do not spoil the picture. I will surely buy from the supplier again.	positive
Спасибо!Быстро,качественно,размер соответствует .	positive
Доставка очень быстрая с учётом НГ праздников - меньше месяца. Качество пуловера на троечку: много ниток, зацепок, швы не обработаны. На передней стороне кофты в области груди есть темные пятна, очень жаль, что на таком видном месте. Радует лишь сам материал - очень мягкий, нежнейший. Ношу 40-42 размер, мне пуловер подошёл, но не понравилось, что рукава очень узкие. Фото сделаны после обрезки большинства ниток. Итог: если вы не больше 42 размера и не обращаете внимание на качество вещей, то советую к покупке данный товар.	positive
Отличные! Тёплые, мягкие! В животе не тянут! Не сползают!	positive
"товар соответствует картинке!!

Размер в размер.."	positive
Норм , но широкое в спинеи	positive
Очень довольна заказом,ткань плотная,переливала что взяла м-зря!размер сел идеально,буду заказывать ещё в другом цвете.	positive
синтетика	positive
платье мега крутое	positive
Цвет красный вот такой	positive
второй раз заказываем,качество на высоте.спасибо продавцу!	positive
Я в восторге от юбки! При транспортировке, конечно, помялась, но после отпаривания утюгом с изнаночной стороны - это абсолютный шик! Притягивает восхищённые взгляды! Спасибо! 	positive
Хорошие трусики, хлопковые. Размер соответствует. Доставили очень быстро. В посылку был вложен подарок - резинка для волос. Спасибо.	positive
кофта хорошая, но снизу просто обрещана, не прошита.заказывала М на рост 164	positive
"Хорошие трусики по размеру, ткань 96% вискоза, 4% спандекс. Тянутся хорошо, цвет
 яркий, буду заказывать еще)"	positive
Теплое платье, мягкое к телу, доставка за 2,5 недели до Мск.	positive
Широкая и короткая	positive
Юбка понравилась, на 46 размер L село впритык , можно и побольше размер брать.	positive
Очень мягкая и тёплая, рукава коротковаты.	positive
супер	positive
уже вторую взяла. очень. нравится. правда у первой от стирки немного вытянулся воротник, хотя постирала пару раз	positive
на русс.44-отлично!!!все подошло!!!!Спасибо продавцу!!!!!	positive
Отличный. Как на фото. Доставка быстрая	positive
Товар пришёл очень быстро , всё подошло. Продавца рекомендую.	positive
Ok	positive
размеры 100-85-100. хороший комплект	positive
потрясное платье!  на ОБ 94  взяла s.отлично подошло! до Питера пришло за 2,5 недели. курьер привёз на дом!	positive
Доставка до двери курьером, в Лен.обл. чуть больше месяца. Куртка качественная, хорошо прошита, нитки не торчат. На рус. размер 46-48 заказала XXXL. В размер подошло. Длинная до колена.	positive
Все соответствует описанию. Доставка быстрая. На параметры 67-92 и рост 170 подошел размер L.Спасибо .	positive
Товар пришел быстро . Размер Л. НА МОЙ РОСТ 169 см. В самый раз. Очень понравился. Спасибо продавцу. всем советуб.	positive
Заказ пришел очееь быстро, где-то за две недели.  Кофта безумно мягкая, буквально воздушная. Всем довольна ~~	positive
"Очень быстрая доставка, футболка  очень красивая, внутри - небольшой теплый, сшит идеально!

Супер!!!!

Рекомендую магазин и продавца.

Однозначно- пять звезд."	positive
Пришло за две недели.  Очень милая,  нежная маечка,  на лето отлично! Сшито аккуратно.  Продавца рекомендую.	positive
Юбочка очень понравилась. Красивая, пошив очень качественный, ничем не пахла. На параметры 73/100 заказывала XXL, подошло хорошо, но есть запас на параметры побольше моих, т. к. хорошо тянется. Учитывайте, что эффекта утяжки нет, если есть животик, подчеркнет.	positive
качество супер!!!!пришло быстро!!!!	positive
Шапочка шла 1,5 месяца, плотненькая на зиму взрослому с копюшоном пойдет, ушки стоят. Вообщем понравилась. рекомендую.	positive
Все круто! Пришло быстро, ткань приятная, качество отличное, всем советую!!! На 46-48 магазинный размер брала Xl, не прогадала))	positive
товар не пришел, но деньги вернули. очень общительный продавец и честный. рекомендую.	positive
платье сексуальное. на российский 42 заказала м. и не прогадала. советую продавца и товар:)	positive
Шапки супер, внутри байка, в сильный ветер не продувает 	positive
хороший товар, нитки не торчат, пришла быстро, за 2 недели до Уфы. в целом товаром довольна но немного жмет в плечах, а так, блузка норм. рекомендую продавца	positive
Как на картинке, шла очень долго.	positive
красота ！	positive
Потрясающая пижама! Полностью соответствует  описанию и фото продавца, на 44 размер заказывала M, . Состав хлопок, очень приятный к телу, кружево красивое. Спасибо!Продавца советую!!!!	positive
лосины очень хорошие,НЕ ПРОСВЕЧИВАЮТ, без запаха,нитки не торчат,и с размерам все угадала, пришли очень быстро до Подмосковья .Советую!	positive
Платье хорошее,очень понравилось,вот бы на размерчик побольше,ваще шикарно было бы(	positive
Качество отличное. Все понравилось.	positive
брал жене, вроде в размер, смотрится прикольно	positive
"Кофта понравилась, на рост 166 до пупка, если поднимать руки, то видать полостью живот, но это не страшно) Я знала на что иду
У меня размер м, заказала L, заказала бы свой, то было бы ещё короче
доставка быстрая, спасибо огромное)"	positive
Очень классная блузка )))	positive
Качество отличное! До Новосибирска шло3 недели. Рекомендую!	positive
Качество неплохое,но я ошиблась размером,увы!Товар надо брать на размер больше.продавец общителен,советую	positive
Все хорошо.	positive
Свитшот хороший , но цвет на картинке немного отличается от цвета в жизни .Размер лучше брать такой же как и русский тоесть s -s, M-M и т. д.	positive
Здравствуй, дорогой мой Друг! Я сегодня получил Вашу посылку! Огромное Вам спасибо! Какой Вы замечательный, очень внимательный продавец! Классная куртка, европейское качество и пошива и меха! Вы-ЧУДО! Ещё Вы поздравили мою дочку с Рождеством! Какие подарки! Мало того, что Вы прислали мне хорошую куртку, да и ещё три подарка, да и какие замечательные подарки! Я всем теперь расскажу, какой Вы замечательный и европейский продавец! Какое качество! Фантастика! Всем расскажу в Москве, как Вы ведете свой прекрасный бизнес! Вас с Новым Годом! Обнимаю вас!	positive
мой вес 75,рост 169, единый размер подошёл,маечка хорошая	positive
"Товар пришел за 8-10 дней.
хорошая кофта))"	positive
Спасибо.Отличная водолазка.Очень быстрая доставка .Подошла на размер 44-46.	positive
хорошие леггинсы, утепленные)))	positive
Прекрасные, красивые носочки! Пришли  быстро))	positive
толстовка супер, мягкая на ощупь и теплая, заказала на свой 48 размер XL, подошла отлично. Рекомендую этого продавца!!!!	positive
Платье очень приятное,  ткань похожа на хлопок.  Но у меня длина вы шла на ладонь выше колена,  не как на фото продавца,  но мне все нравится, к покупке советую!	positive
Пришла за 3 недели в пск область, качество превосходное, края не обработаны никак - но ничего не распускается. Нашивка немного кривовато прошита, но это не бросается в глаза. Продавца рекомендую, кофта хоть и тонкая, но теплая!	positive
Хорошее качество за такую цены, но на рост 160 рукава коротковаты, этот свитер идет на размеры xs, s не больше.	positive
Рекомендую! Супербыстрая доставка! На мой 42-44 m в самый раз! Качество отличное! Ткань плотная.	positive
Ок	positive
Пришло супербыстро! Ничего так платьишко. В плечах и груди отлично, а вот ниже... Минимум на три размера больше! Не страшно, шить умею, подгоню. Зато длина нормальная и карманы на месте!	positive
Доставка до Москвы 2,5 недели. Все пришло целое. Легкие и удобные !	positive
Я очень довольна этой вещью, очень шикарная, смотрится очень дорого. Посылка пришла на много быстрей чем должна и ещё с доставкой на дом.	positive
клевая ковта, размеры совпадают, пришла быстро, в подарок пришла резиночка для волос и запасная пуговица	positive
Пижама пришла очень быстро.  Размеру М по таблице продавца соответствует.  По ткани между атласом и шелком,  очень приятная к телу.	positive
Чулки очень красивые и очень хорошего качества, на размер ноги 38-39 в самый раз. НО! Они наверху ооочень узкие. У меня ноги худые, вес 52 при росте 170, а верхняя резинка всё-равно передавливает. По ширине резинка как раз, если спустить резинку ниже и носить как гольфы, но не понятно тогда зачем они такие нужны. Может на подростка худого нормально будет...	positive
Хорошее качество у кофты. Материал похож на мягкий кашемир. Единственное за что я сняла звезду , за то что S на русский 40-42 маловат, но не критично . Рукава получаются 3/4	positive
красиво, прикольно. Единственное, я маленькая...на высоких лучше смотрится (	positive
прекрасно 	positive
штанишки очень понравились )насыщенный цвет,хорошо тянутся.+подарочек . спасибо )	positive
все отлично	positive
Всё подошло. спасибо	positive
удобная юбка, хорошо смотрится - осталась довольна покупкой :)	positive
хороша , за такие деньги	positive
Шапки супер. Ещё закажу. Спасибо продавцу.	positive
Доставка 20 дней.  Юбка сшита аккуратно.  Ткань мягкая и хорошо тянется . Спасибо продавцу.	positive
Аккуратные швы,ткань обыкновенная на ощупь,кружева прочные ,качество вроде не чего. Быстрая доставка. Очень всем довольна.	positive
Отлично! Приятная ткань, размер соответствует. Смотрится достойно!!!	positive
Джинсы отличного качества	positive
"Пришла быстро,за 2 недели.с неприятным запахом. с размером прогадали. ткань не очень,достаточно теплая и удобная. В целом довольна 
также в подарок браслет и значок"	positive
леггинсы цвета как на картинке, темно-коричневые. достаточно тонкие, в зиму особо не походишь) на рост 179 сели хорошо.  размер ношу м иногда L (бедра 100 талия 75) , взяла рпзмер м - хорошо сели. Белье которое со швами будет видно. смутило что они шуршат немного даже когда ходишь. как цилофановый пакет, только чуть приглушенно. подумаю буду ли носить	positive
Отличные водолазки. Пришли три в одной посылке быстро.	positive
Заказ от 07.09.17 пришла в Воронеж 18.09.17. Упаковка дополнительная имеется. Цвет просто бомба, как на картинке совпадает на все 100%. Сама кофточка очень мягкая и приятная на ощупь. На ОГ 96 заказала ххl сед идеально!	positive
Посылка шла 19 дней. Качество очень хорошее.	positive
Только вот куртка совсем не розовым цветом, а персиковым :(((	positive
отличное платье уютное на зиму осень самое то.Доставили быстро.	positive
Пижама очень крутая и качественная.На рост 165 размер S в самый раз.Очень мягкая и уютная	positive
"Очень рада заказу. Товар пришел за 3 недели. Продавец общительный, отзывчивый. Толстовка теплая, уютная и очень мягкая изнутри. Длина и размер ее оптимальны: попу прикрывает, рукава как раз. Печать четкая, все швы ровные. 
В общем, соотношение цены и качества на стороне покупателя.
Большое спасибо продавцу, обязательно рекомендую к покупке :)"	positive
"Супер, заказываю второй раз, брала черные, немного выцвели после стирок.
на бедра 88, талию 65 идеально сели S"	positive
Заказала 12.11, получила 20.12. Упаковано хорошо. С продавцом не общалась (не было необходимости). Соответствуют описанию. Мои параметры: ОБ-92, ОТ- 70, вес 53, Рост 160. По отзывам заказала размер L. Сели отлично, но не очень понятно зачем 2 шва спереди)))).	positive
Супер, закажу в другом цвете! Упакована отлично, не помялась почти. Доставка супер быстрая. Чуть просвечивает, но не критично. С белым лифчиком хорошо будет. На ОГ 88 и От 62 подошла отлично, свободно, как и хотела. 	positive
Очень крутая повязка! Очень классно смотрится, мягкая, тянется, без запаха, приятная на ощупь,! однозначно закажу еще других цветов! Заказывайте не задумываясь! ах да, и доставка 13 дней!	positive
Доставка быстрая.Заказывала 11.11 в Крым доставка куръером на дом 04.12. Спасибо продавцу.Ткань на ощупь приятная, платье без видимых изъянов	positive
шубка классная. сшита хорошо, ни каких изъянов нет. спасибо продавцу вернул часть денег за пуговицы, мне забыли пришить.	positive
очень мягкие удобные,тянутся хорошо на мой 44подошел идеально, рекомендую	positive
5 звезд потому что вернули деньги.	positive
Классная рубашка, качество как всегда на высоте, заказывали не первый раз. На размер М заказывали ХL. Рекомендую к покупке 	positive
Отлично подошло на 90-65-93 и рост 166. Доставка быстрая! 	positive
хорошая водолазка,на размер 44 подошла.Спасибо!	positive
Все отлично!!! Коррекция мягкая.	positive
Боди отличное за свою цену, ткань приятная, ничего не торчит ! Заказом довольна:) ношу размер М, заказала тоже М- село все как нужно))	positive
очень быстро доставили в ставропольский край, в течении 2-3недель. брала 5XI на р.56-58 просторная, можно было взять и поменьше. минус -мелкие карманы и расположены далеко с боков	positive
Куртка подошла хорошо. Отличный молодежный вариант. На параметры 93-65-96  рост 165 заказывала L.  Подходит до - 10 градусов	positive
рукава по длине разные. Пуговицы пришиты не по одной линии.	positive
Куртка смотрится как на фото. За эти деньги очень хорошо. Продавцу спасибо, помог с выбором размера. Продавца рекомендую.	positive
Пришли быстро, хорошие, приятные на ощупь.	positive
Отличный продавец. Быстрая доставка. Товар хорошего качества + небольшой подарок. Рекомендую.	positive
Кардиган приятный к телу, мягкий, запах отсутствует. Нитки торчат и пуговицы отваливаются, но это можно исправить. 	positive
Заказывала носочки со снежинками, а пришли с сердечками. Открыла спор, деньги вернули. Носочки сами по себе хорошие, качественные, тёплые.	positive
Туника - супер за такие деньги! Ни одной дырочки, все хорошо прошито, кружево мягкое и приятное. Очень удачная покупка! Спасибо продавцу! Да и доставка супер быстрая - неделя)	positive
Очень довольна сарафаном.  Точно как на фото. Соответствует размерной сетке. Доставка очень быстрая. Рекомендую!!! Супер!!!	positive
хороший свитер, заказывала два разных цвета, серый пришел немного с браком, но мы его быстро подделали и все хорошо, очень красиво смотрятся, размер подошёл и мне на мой 42 на маму 48-50. По качеству притензий только на серый свитер у которого снизу вязка слегка разошлась. Ткань больше акрил чем шерсть или что там ещё заявлено, заказом довольны, приехал за полторы недели	positive
